,alwaysCooperate,alwaysDefect,angery,AngryPriest,antiJoss,antiJossDynamic,antiJossPeriodic,balance,balanceDynamic,best-estDetective,betterDetective,cleverDetective,clevererDetective,confusedTitForTat,conMan,defectFirstTitForTat,delayedDetective,detective,escalatingTitForTat,evilTitForTat,FallenAngel,FallenAngel2,fastDetective,fastDetectiveSimpleton,fodnprtthl,forgivingDefector,forgivingTitForTat,ftft,gradual,grimMoralTitForTat,grimTrigger,hygrit,joss,moralTitForTat,mostBestestDetective,ngrams2,ngrams2Betrayal,ngrams3,npctt,npfitt,npnntt,nprstt,nprtt-forgiveOnce,nprtt-halflife,nprtt-random,nprtt,nprttStudent-halflife,nprttStudent,nprttt,nprwtt,npwtt,oldFallenAngel,omega,opportunisticDefector-1,opportunisticDefector-2,opportunisticDefector-3,opportunisticDefector-4,opportunisticDefector-5,oracle,periodicCopycat,Priest,properOpportunisticDefector-3,punitiveDetective,punitiveSelfAwareTitForTat,randomChoice,randomHistory,reflectiveTitForTat,relaxedGrimMoralTitForTat,resilientTitForTat,selfAwareTitForTat,shortwindow,simpleton,smartJoss,smoughCopycat,smoughsKinderCopycat,sorryJoss,stopper,strictPunitiveDetective,switcher,tickedOffCopycat,titForTat,titForTatDelayed,uftft,ultimateDetective,ultimateDetectiveForgiveOnce,windowed,worst
fodnprtthl,4.971563981042654028436018957,0.9955947136563876651982378855,1.040485829959514170040485830,1.278846153846153846153846154,2.264705882352941176470588235,2.172566371681415929203539823,1.59,2.294117647058823529411764706,2.322807017543859649122807018,2.995901639344262295081967213,1.082524271844660194174757282,1.048507462686567164179104478,1.049056603773584905660377358,2.242718446601941747572815534,1.049751243781094527363184080,1.042857142857142857142857143,2.333333333333333333333333333,1.063106796116504854368932039,1.889763779527559055118110236,1.040955631399317406143344710,2.063063063063063063063063063,3.028846153846153846153846154,1.053921568627450980392156863,1.971291866028708133971291866,,2.667953667953667953667953668,1.047169811320754716981132075,1.047297297297297297297297297,1.914979757085020242914979757,1.047619047619047619047619048,1.05,1.628318584070796460176991150,1.041152263374485596707818930,1.048543689320388349514563107,2.627272727272727272727272727,1.551569506726457399103139013,1.003215434083601286173633441,1.566964285714285714285714286,2.989285714285714285714285714,1.048076923076923076923076923,3,1.036101083032490974729241877,1.103603603603603603603603604,1.367256637168141592920353982,2.424489795918367346938775510,2.625,2.677419354838709677419354839,1.162790697674418604651162791,1.049261083743842364532019704,1.220183486238532110091743119,3,2.067264573991031390134529148,1.116591928251121076233183857,1.003623188405797101449275362,1.011070110701107011070110701,1.029411764705882352941176471,1.035587188612099644128113879,1.042735042735042735042735043,1.396,1.633928571428571428571428571,1.552238805970149253731343284,2.990825688073394495412844037,1.064516129032258064516129032,3,2.221830985915492957746478873,1.046296296296296296296296296,1.049504950495049504950495050,1.043103448275862068965517241,2.858585858585858585858585859,3.009345794392523364485981308,1.07,1.962264150943396226415094340,2.824267782426778242677824268,1.048543689320388349514563107,1.044247787610619469026548673,2.995121951219512195121951220,1.606334841628959276018099548,1.149019607843137254901960784,2,1.035087719298245614035087719,1.048780487804878048780487805,1.052044609665427509293680297,1.078260869565217391304347826,1.056521739130434782608695652,1.059633027522935779816513761,1.086538461538461538461538462,0.9961538461538461538461538462
forgivingDefector,3.660377358490566037735849057,0.9956140350877192982456140351,2.681592039800995024875621891,2.667896678966789667896678967,2.803571428571428571428571429,2.748878923766816143497757848,2.779026217228464419475655431,2.964539007092198581560283688,2.969418960244648318042813456,2.669856459330143540669856459,3.653508771929824561403508772,2.654838709677419354838709677,2.645631067961165048543689320,2.25,2.679653679653679653679653680,2.653333333333333333333333333,1.267241379310344827586206897,2.680952380952380952380952381,1.718487394957983193277310924,2.656862745098039215686274510,1.274038461538461538461538462,2.375510204081632653061224490,2.668202764976958525345622120,1.529824561403508771929824561,2.667953667953667953667953668,,2.669456066945606694560669456,3.663594470046082949308755760,1.726907630522088353413654618,1.073239436619718309859154930,1.025751072961373390557939914,2.775100401606425702811244980,1.339534883720930232558139535,2.669117647058823529411764706,2.668224299065420560747663551,2.642023346303501945525291829,1.004975124378109452736318408,2.487603305785123966942148760,2.669064748201438848920863309,2.667953667953667953667953668,2.668161434977578475336322870,2.677536231884057971014492754,2.680555555555555555555555556,2.669230769230769230769230769,2.681592039800995024875621891,2.667774086378737541528239203,2.542222222222222222222222222,2.668246445497630331753554502,2.669117647058823529411764706,2.668478260869565217391304348,2.677304964539007092198581560,1.201413427561837455830388693,1.066945606694560669456066946,1.004651162790697674418604651,1.011267605633802816901408451,2.669387755102040816326530612,2.669856459330143540669856459,2.679166666666666666666666667,2.316742081447963800904977376,2.770562770562770562770562771,2.668246445497630331753554502,2.669491525423728813559322034,3.666666666666666666666666667,2.669064748201438848920863309,2.107491856677524429967426710,1.124401913875598086124401914,2.681592039800995024875621891,1.1015625,2.667938931297709923664122137,2.668032786885245901639344262,2.683486238532110091743119266,1.529680365296803652968036530,2.623893805309734513274336283,1.739130434782608695652173913,2.680180180180180180180180180,2.668141592920353982300884956,2.772277227722772277227722772,3.666666666666666666666666667,2.253658536585365853658536585,1.68,2.679012345679012345679012346,2.680497925311203319502074689,3.661417322834645669291338583,2.661835748792270531400966184,2.660287081339712918660287081,3.663414634146341463414634146,0.9955555555555555555555555556
forgivingTitForTat,3,0.9951219512195121951219512195,3,3,3,3,3,3,3,2.995934959349593495934959350,2.995049504950495049504950495,2.985714285714285714285714286,2.986046511627906976744186047,2.244186046511627906976744186,2.858536585365853658536585366,2.986710963455149501661129568,2.985365853658536585365853659,2.995348837209302325581395349,3,2.979797979797979797979797980,2.976525821596244131455399061,2.985436893203883495145631068,2.995098039215686274509803922,2.995098039215686274509803922,1.023584905660377358490566038,2.669456066945606694560669456,,3,3,3,3,3,1.055737704918032786885245902,3,2.995260663507109004739336493,3,1.004504504504504504504504505,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004385964912280701754385965,1.013513513513513513513513514,1.023041474654377880184331797,1.027450980392156862745098039,1.040178571428571428571428571,2.567164179104477611940298507,3,3,2.496183206106870229007633588,3,3,2.282608695652173913043478261,3,3,3,3,3,3,3,2.834123222748815165876777251,3,3,2.988549618320610687022900763,3,3,2,3,3,3,3,2.986899563318777292576419214,2.986425339366515837104072398,2.474178403755868544600938967,0.9963636363636363636363636364
ftft,3,0.9914163090128755364806866953,3,3,3,3,3,3,3,1.014423076923076923076923077,1.013953488372093023255813953,1.516279069767441860465116279,1.51,1.797297297297297297297297297,1.534883720930232558139534884,2.990415335463258785942492013,1.607929515418502202643171806,1.014778325123152709359605911,3,2.982456140350877192982456140,2.675276752767527675276752768,2.326283987915407854984894260,1.002457002457002457002457002,1.004608294930875576036866359,1.013513513513513513513513514,2.004608294930875576036866359,3,,3,3,3,3,2.713592233009708737864077670,3,1.014084507042253521126760563,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1.008658008658008658008658009,1.019230769230769230769230769,1.029126213592233009708737864,1.037037037037037037037037037,1.860465116279069767441860465,3,3,2.142857142857142857142857143,3,3,1.906976744186046511627906977,3,3,3,3,3,3,3,2.769230769230769230769230769,3,3,2.980861244019138755980861244,3,3,1.510067114093959731543624161,3,3,3,3,1.515695067264573991031390135,1.509708737864077669902912621,2.308755760368663594470046083,0.9908675799086757990867579909
gradual,3,0.8469750889679715302491103203,3,3,3,3,3,3,3,2.995098039215686274509803922,2.995327102803738317757009346,2.979674796747967479674796748,2.979508196721311475409836066,4.062780269058295964125560538,2,2.982683982683982683982683983,2.981884057971014492753623188,2.995762711864406779661016949,3,2.979079497907949790794979079,2.977477477477477477477477477,2.976190476190476190476190476,2.995073891625615763546798030,2.995708154506437768240343348,1.165991902834008097165991903,1.746987951807228915662650602,3,3,,3,3,3,1.690476190476190476190476190,3,2.995815899581589958158995816,3,1.457711442786069651741293532,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.8535714285714285714285714286,1.009259259259259259259259259,1.166666666666666666666666667,1.323671497584541062801932367,1.430434782608695652173913043,2.004761904761904761904761905,3,3,2.666666666666666666666666667,3,3,2.666666666666666666666666667,3,3,3,3,3,3,3,2.786666666666666666666666667,3,3,2.987980769230769230769230769,3,3,0.9952606635071090047393364929,3,3,3,3,2.979423868312757201646090535,2.976958525345622119815668203,1.266009852216748768472906404,0.8333333333333333333333333333
grimMoralTitForTat,3,0.9957264957264957264957264957,3,3,3,3,3,3,3,2.995145631067961165048543689,2.997093023255813953488372093,2.985294117647058823529411765,2.989583333333333333333333333,4.839024390243902439024390244,1.256505576208178438661710037,2.980582524271844660194174757,2.988,2.995412844036697247706422018,3,2.970588235294117647058823529,2.987068965517241379310344828,2.987447698744769874476987448,2.996784565916398713826366559,2.995024875621890547263681592,1.023809523809523809523809524,1.087323943661971830985915493,3,3,3,,3,3,1.483870967741935483870967742,3,2.995475113122171945701357466,3,1.004739336492890995260663507,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004629629629629629629629630,1.015,1.023364485981308411214953271,1.030303030303030303030303030,1.044776119402985074626865672,1.241525423728813559322033898,3,3,2.947368421052631578947368421,3,3,2.936073059360730593607305936,3,3,3,3,3,3,3,2.848623853211009174311926606,3,3,2.987755102040816326530612245,3,3,1.116883116883116883116883117,3,3,3,3,2.988679245283018867924528302,2.987068965517241379310344828,1.203539823008849557522123894,0.9951219512195121951219512195
grimTrigger,3,0.9956709956709956709956709957,3,3,3,3,3,3,3,2.995780590717299578059071730,1.039647577092511013215859031,1.054393305439330543933054393,1.051587301587301587301587302,4.947619047619047619047619048,1.066147859922178988326848249,1.013761467889908256880733945,1.295154185022026431718061674,1.039823008849557522123893805,3,1.012658227848101265822784810,3,3.004950495049504950495049505,1.029166666666666666666666667,2.995867768595041322314049587,1.025,1.047210300429184549356223176,3,3,3,3,,3,1.154929577464788732394366197,3,1.043902439024390243902439024,3,1.004716981132075471698113208,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004566210045662100456621005,1.011406844106463878326996198,1.024154589371980676328502415,1.021021021021021021021021021,1.044776119402985074626865672,1.115740740740740740740740741,3,3,2.980544747081712062256809339,3,3,3.060185185185185185185185185,3,3,3,3,3,3,3,2.932126696832579185520361991,3,3,2.981481481481481481481481481,3,3,1.044534412955465587044534413,3,3,3,3,1.063414634146341463414634146,1.052419354838709677419354839,1.119469026548672566371681416,0.9956140350877192982456140351
hygrit,3,0.9955357142857142857142857143,3,3,3,3,3,3,3,2.996415770609318996415770609,2.995,2.986899563318777292576419214,2.990566037735849056603773585,2.253731343283582089552238806,2.831683168316831683168316832,2.938967136150234741784037559,2.987341772151898734177215190,2.995049504950495049504950495,3,2.982142857142857142857142857,2.988326848249027237354085603,2.985436893203883495145631068,2.995260663507109004739336493,2.995726495726495726495726496,1.119469026548672566371681416,2.594377510040160642570281124,3,3,3,3,3,,1.885906040268456375838926174,3,2.996784565916398713826366559,3,1.669491525423728813559322034,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9961977186311787072243346008,1.009615384615384615384615385,1.115,1.217948717948717948717948718,1.306513409961685823754789272,2.651162790697674418604651163,3,3,2.285046728971962616822429907,3,3,2.193965517241379310344827586,3,3,3,3,3,3,3,2.894259818731117824773413897,3,3,2.987234042553191489361702128,3,3,2.402985074626865671641791045,3,3,3,3,2.987124463519313304721030043,2.985,2.408256880733944954128440367,0.9953703703703703703703703704
joss,3.245283018867924528301886792,0.9956140350877192982456140351,1.292237442922374429223744292,3.048076923076923076923076923,2.514376996805111821086261981,2.115207373271889400921658986,2.504385964912280701754385965,3.160377358490566037735849057,2.841346153846153846153846154,3.065502183406113537117903930,3.173076923076923076923076923,3.046948356807511737089201878,3.033333333333333333333333333,2.384341637010676156583629893,1.583657587548638132295719844,1.074380165289256198347107438,3.067729083665338645418326693,1.235099337748344370860927152,2.060606060606060606060606061,1.323809523809523809523809524,3.029702970297029702970297030,3.032653061224489795918367347,1.156716417910447761194029851,2.065134099616858237547892720,1.020576131687242798353909465,1.386046511627906976744186047,1.088524590163934426229508197,3.174757281553398058252427184,2.071428571428571428571428571,1.555555555555555555555555556,1.154929577464788732394366197,2.255033557046979865771812081,,3.057522123893805309734513274,3.035031847133757961783439490,3.295358649789029535864978903,1.007142857142857142857142857,2.658536585365853658536585366,3.079166666666666666666666667,1.429718875502008032128514056,3.056074766355140186915887850,3.077294685990338164251207729,1.092783505154639175257731959,3.061224489795918367346938776,3.048888888888888888888888889,3.072398190045248868778280543,3.080459770114942528735632184,3.108695652173913043478260870,3.061320754716981132075471698,3.083743842364532019704433498,3.061320754716981132075471698,3.058536585365853658536585366,3.077639751552795031055900621,1.012048192771084337349397590,1.21,1.022123893805309734513274336,1.031531531531531531531531532,1.041666666666666666666666667,2.855319148936170212765957447,2.779904306220095693779904306,3.032558139534883720930232558,2.657407407407407407407407407,1.178294573643410852713178295,3.063197026022304832713754647,2.305164319248826291079812207,1.018018018018018018018018018,1.155102040816326530612244898,1.213930348258706467661691542,2.538095238095238095238095238,3.092511013215859030837004405,1.714285714285714285714285714,2.152073732718894009216589862,2.970297029702970297029702970,1.121951219512195121951219512,1.164444444444444444444444444,3.049469964664310954063604240,2.732,3.212218649517684887459807074,1.048458149779735682819383260,1.050335570469798657718120805,1.068669527896995708154506438,1.211822660098522167487684729,3.221343873517786561264822134,3.063197026022304832713754647,1.201680672268907563025210084,1.724299065420560747663551402,0.9958333333333333333333333333
moralTitForTat,3,0.9952830188679245283018867925,3,3,3,3,3,3,3,2.995024875621890547263681592,2.995305164319248826291079812,2.985148514851485148514851485,2.987012987012987012987012987,2.243801652892561983471074380,2.846889952153110047846889952,2.981566820276497695852534562,2.986301369863013698630136986,2.995495495495495495495495495,3,2.973333333333333333333333333,2.993762993762993762993762994,2.986607142857142857142857143,2.996240601503759398496240602,2.995475113122171945701357466,1.024271844660194174757281553,2.669117647058823529411764706,3,3,3,3,3,3,2.769911504424778761061946903,,2.995555555555555555555555556,3,1.004878048780487804878048780,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004098360655737704918032787,1.014423076923076923076923077,1.014577259475218658892128280,1.034825870646766169154228856,1.043269230769230769230769231,2.579207920792079207920792079,3,3,2.5,3,3,2.211711711711711711711711712,3,3,3,3,3,3,3,2.919282511210762331838565022,3,3,2.986842105263157894736842105,3,3,2.013157894736842105263157895,3,3,3,3,2.989619377162629757785467128,2.989932885906040268456375839,2.471698113207547169811320755,0.9964788732394366197183098592
mostBestestDetective,4.975206611570247933884297521,0.9878542510121457489878542510,2.995260663507109004739336493,2.996732026143790849673202614,2.995121951219512195121951220,2.995327102803738317757009346,2.995192307692307692307692308,2.995633187772925764192139738,2.995073891625615763546798030,2.991869918699186991869918699,2.991189427312775330396475771,2.977064220183486238532110092,2.979166666666666666666666667,2.24,2.856,2.980952380952380952380952381,2.986159169550173010380622837,2.990566037735849056603773585,2.996621621621621621621621622,2.982993197278911564625850340,2.983193277310924369747899160,2.985714285714285714285714286,2.995024875621890547263681592,2.995238095238095238095238095,2.013636363636363636363636364,2.668224299065420560747663551,2.995260663507109004739336493,1.084507042253521126760563380,2.995815899581589958158995816,2.995475113122171945701357466,1.019512195121951219512195122,2.996784565916398713826366559,2.716560509554140127388535032,2.995555555555555555555555556,,2.996742671009771986970684039,1.89,2.995145631067961165048543689,2.995798319327731092436974790,2.995145631067961165048543689,2.996655518394648829431438127,2.995515695067264573991031390,2.996805111821086261980830671,2.995689655172413793103448276,2.995967741935483870967741935,2.995238095238095238095238095,2.995049504950495049504950495,2.995535714285714285714285714,2.996845425867507886435331230,2.995049504950495049504950495,2.996677740863787375415282392,2.984674329501915708812260536,2.995614035087719298245614035,1,1.024691358024691358024691358,2.471615720524017467248908297,2.438423645320197044334975369,1.763033175355450236966824645,2.519480519480519480519480519,2.995073891625615763546798030,2.995073891625615763546798030,2.497267759562841530054644809,1.101382488479262672811059908,2.996732026143790849673202614,2.088122605363984674329501916,2.995024875621890547263681592,2.996031746031746031746031746,2.995762711864406779661016949,2.995708154506437768240343348,2.996,1.057851239669421487603305785,2.009259259259259259259259259,2.829479768786127167630057803,2.995169082125603864734299517,2.996732026143790849673202614,2.981900452488687782805429864,2.996621621621621621621621622,1.147186147186147186147186147,2.004878048780487804878048780,1.036437246963562753036437247,2.996138996138996138996138996,2.668016194331983805668016194,1.11,2.978813559322033898305084746,2.976851851851851851851851852,2.526501766784452296819787986,0.9867256637168141592920353982
ngrams2,3,0.8862559241706161137440758294,3,3,3,3,3,3,3,2.995967741935483870967741935,2.995121951219512195121951220,2.985436893203883495145631068,2.990033222591362126245847176,2.365853658536585365853658537,2.257142857142857142857142857,2.986301369863013698630136986,2.987179487179487179487179487,2.995260663507109004739336493,3,2.971153846153846153846153846,2.986547085201793721973094170,2.986899563318777292576419214,0.9136363636363636363636363636,0.9073170731707317073170731707,1.192825112107623318385650224,1.649805447470817120622568093,3,3,3,3,3,3,2.535864978902953586497890295,3,2.996742671009771986970684039,,1.432330827067669172932330827,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9017543859649122807017543860,1.065637065637065637065637066,1.171945701357466063348416290,1.238493723849372384937238494,1.35,2.086538461538461538461538462,3,3,2.004149377593360995850622407,3,3,2.174825174825174825174825175,3,3,3,3,3,3,3,2.753787878787878787878787879,3,3,2.987288135593220338983050847,3,3,1.951541850220264317180616740,3,3,3,3,2.985915492957746478873239437,2.986425339366515837104072398,2.356164383561643835616438356,0.8840579710144927536231884058
ngrams2Betrayal,4.99,0.9963099630996309963099630996,1.028571428571428571428571429,1.339534883720930232558139535,2.268722466960352422907488987,1.917431192660550458715596330,1.904347826086956521739130435,2.039007092198581560283687943,1.920704845814977973568281938,2.601809954751131221719457014,2.527777777777777777777777778,1.799019607843137254901960784,1.619512195121951219512195122,4.612149532710280373831775701,1.024193548387096774193548387,1.946341463414634146341463415,1.059210526315789473684210526,2.165,1.649402390438247011952191235,2.148288973384030418250950570,2.096638655462184873949579832,2.592715231788079470198675497,1.048888888888888888888888889,2.674418604651162790697674419,1.019292604501607717041800643,1.029850746268656716417910448,1.027027027027027027027027027,1.047169811320754716981132075,1.681592039800995024875621891,1.028436018957345971563981043,1.028301886792452830188679245,1.923728813559322033898305085,1.007142857142857142857142857,1.029268292682926829268292683,1.94,1.338345864661654135338345865,,1.552238805970149253731343284,2.584051724137931034482758621,1.028301886792452830188679245,2.607142857142857142857142857,1.029702970297029702970297030,1.025751072961373390557939914,2.150485436893203883495145631,1.995260663507109004739336493,1.021978021978021978021978022,1.238297872340425531914893617,1.100806451612903225806451613,1.022813688212927756653992395,1.024691358024691358024691358,2.608540925266903914590747331,1.099358974358974358974358974,1.075163398692810457516339869,1.009345794392523364485981308,1.026200873362445414847161572,1.025104602510460251046025105,1.029411764705882352941176471,1.020408163265306122448979592,1.054166666666666666666666667,1.722466960352422907488986784,1.607305936073059360730593607,2.607142857142857142857142857,1.049107142857142857142857143,2.613168724279835390946502058,2.430481283422459893048128342,1.027027027027027027027027027,1.025210084033613445378151261,1.023904382470119521912350598,2.995327102803738317757009346,2.609302325581395348837209302,1.054054054054054054054054054,2.940594059405940594059405941,2.481012658227848101265822785,1.018808777429467084639498433,1.025974025974025974025974026,2.607692307692307692307692308,1.938596491228070175438596491,1.101449275362318840579710145,2.024509803921568627450980392,1.023809523809523809523809524,1.024896265560165975103734440,1.045454545454545454545454545,1.049822064056939501779359431,2.032710280373831775700934579,1.995555555555555555555555556,1.020270270270270270270270270,0.9955357142857142857142857143
ngrams3,3,0.885,3,3,3,3,3,3,3,2.995884773662551440329218107,2.995412844036697247706422018,2.985436893203883495145631068,2.987755102040816326530612245,2.063333333333333333333333333,2.212871287128712871287128713,2.985148514851485148514851485,2.987903225806451612903225806,2.995145631067961165048543689,3,2.974248927038626609442060086,2.987012987012987012987012987,2.98828125,0.9113924050632911392405063291,0.9042056074766355140186915888,1.1875,1.640495867768595041322314050,3,3,3,3,3,3,2.268292682926829268292682927,3,2.995145631067961165048543689,3,1.278606965174129353233830846,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9036144578313253012048192771,1.083720930232558139534883721,1.180327868852459016393442623,1.302325581395348837209302326,1.318987341772151898734177215,2.177033492822966507177033493,3,3,2.142857142857142857142857143,3,3,1.984063745019920318725099602,3,3,3,3,3,3,3,2.816831683168316831683168317,3,3,2.990536277602523659305993691,3,3,1.97,3,3,3,3,2.985221674876847290640394089,2.985294117647058823529411765,2.353413654618473895582329317,0.8820754716981132075471698113
npctt,3,0.5043478260869565217391304348,3,3,3,3,3,3,3,2.995348837209302325581395349,2.996732026143790849673202614,2.986725663716814159292035398,2.988235294117647058823529412,2.243243243243243243243243243,2.85,2.979674796747967479674796748,2.987341772151898734177215190,2.996815286624203821656050955,3,2.974137931034482758620689655,2.988142292490118577075098814,2.986842105263157894736842105,2.995633187772925764192139738,2.996138996138996138996138996,1.364285714285714285714285714,2.669064748201438848920863309,3,3,3,3,3,3,2.5375,3,2.995798319327731092436974790,3,1.625,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.5145631067961165048543689320,1.028301886792452830188679245,1.366515837104072398190045249,1.594202898550724637681159420,1.777777777777777777777777778,2.5625,3,3,2.5,3,3,2.098425196850393700787401575,3,3,3,3,3,3,3,2.836206896551724137931034483,3,3,2.986175115207373271889400922,3,3,2.009302325581395348837209302,3,3,3,3,2.986363636363636363636363636,2.987068965517241379310344828,2.504504504504504504504504505,0.5024154589371980676328502415
npfitt,3,0.9961089494163424124513618677,3,3,3,3,3,3,3,2.995192307692307692307692308,2.995049504950495049504950495,2.986784140969162995594713656,2.989051094890510948905109489,2.25,2.858536585365853658536585366,2.488789237668161434977578475,2.990163934426229508196721311,2.995495495495495495495495495,3,2.980676328502415458937198068,2.986363636363636363636363636,2.985849056603773584905660377,2.996466431095406360424028269,2.996587030716723549488054608,1.024038461538461538461538462,2.667953667953667953667953668,3,3,3,3,3,3,1.409638554216867469879518072,3,2.995145631067961165048543689,3,1.004716981132075471698113208,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,1.004166666666666666666666667,1.013274336283185840707964602,1.019157088122605363984674330,1.029411764705882352941176471,1.041860465116279069767441860,2.7375,3,3,2.490039840637450199203187251,3,3,2.279720279720279720279720280,3,3,3,3,3,3,3,2.906542056074766355140186916,3,3,2.986301369863013698630136986,3,3,2.504587155963302752293577982,3,3,3,3,2.986175115207373271889400922,2.985365853658536585365853659,2.481481481481481481481481481,0.9961832061068702290076335878
npnntt,3,0.9957081545064377682403433476,3,3,3,3,3,3,3,2.995327102803738317757009346,2.995391705069124423963133641,2.985507246376811594202898551,2.987603305785123966942148760,2.24,2.859030837004405286343612335,2.984375,2.986238532110091743119266055,2.995283018867924528301886792,3,2.974468085106382978723404255,2.991803278688524590163934426,2.986175115207373271889400922,2.995238095238095238095238095,2.997142857142857142857142857,1.339920948616600790513833992,2.668161434977578475336322870,3,3,3,3,3,3,2.635514018691588785046728972,3,2.996655518394648829431438127,3,1.589285714285714285714285714,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,0.5117370892018779342723004695,1.013761467889908256880733945,1.349834983498349834983498350,1.586497890295358649789029536,1.755760368663594470046082949,2.595121951219512195121951220,3,3,2.506849315068493150684931507,3,3,2,3,3,3,3,3,3,3,2.866666666666666666666666667,3,3,2.987447698744769874476987448,3,3,2,3,3,3,3,2.987288135593220338983050847,2.986175115207373271889400922,2.521582733812949640287769784,0.9954128440366972477064220183
nprstt,3,0.9964157706093189964157706093,3,3,3,3,3,3,3,2.995983935742971887550200803,2.995726495726495726495726496,2.986784140969162995594713656,2.986111111111111111111111111,2.244360902255639097744360902,2.859154929577464788732394366,2.978354978354978354978354978,2.985981308411214953271028037,2.996062992125984251968503937,3,2.984848484848484848484848485,2.990099009900990099009900990,2.985365853658536585365853659,2.995049504950495049504950495,2.995918367346938775510204082,1.018050541516245487364620939,2.659420289855072463768115942,3,3,3,3,3,3,2.594202898550724637681159420,3,2.995515695067264573991031390,3,1.004950495049504950495049505,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,1.004201680672268907563025210,1.013953488372093023255813953,1.021551724137931034482758621,1.052380952380952380952380952,1.780487804878048780487804878,2.403669724770642201834862385,3,3,2.507246376811594202898550725,3,3,2.222222222222222222222222222,3,3,3,3,3,3,3,2.887681159420289855072463768,3,3,2.988970588235294117647058824,3,3,2.013636363636363636363636364,3,3,3,3,2.985148514851485148514851485,2.986956521739130434782608696,2.521531100478468899521531100,0.9952830188679245283018867925
nprtt-forgiveOnce,3,0.9951456310679611650485436893,3,3,3,3,3,3,3,2.995098039215686274509803922,2.995391705069124423963133641,2.990476190476190476190476190,2.988416988416988416988416988,2.25,2.859778597785977859778597786,2.5,2.985849056603773584905660377,2.995614035087719298245614035,3,2.989218328840970350404312668,2.986842105263157894736842105,2.985148514851485148514851485,2.995260663507109004739336493,2.995370370370370370370370370,1.058558558558558558558558559,2.657407407407407407407407407,3,3,3,3,3,3,1.058419243986254295532646048,3,2.996805111821086261980830671,3,1.004291845493562231759656652,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,1.004405286343612334801762115,1.012987012987012987012987013,2.480392156862745098039215686,2.487084870848708487084870849,2.485981308411214953271028037,2.733333333333333333333333333,3,3,2.5,3,3,2.2265625,3,3,3,3,3,3,3,2.860696517412935323383084577,3,3,2.9875,3,3,2.488054607508532423208191126,3,3,3,3,2.987804878048780487804878049,2.986111111111111111111111111,2.453389830508474576271186441,0.9958506224066390041493775934
nprtt-halflife,3,0.9959016393442622950819672131,3,3,3,3,3,3,3,2.995327102803738317757009346,2.996710526315789473684210526,2.988505747126436781609195402,2.988095238095238095238095238,2.252788104089219330855018587,2.859223300970873786407766990,2.984063745019920318725099602,2.986363636363636363636363636,2.996,3,2.976470588235294117647058824,3,2.986175115207373271889400922,2.995073891625615763546798030,2.995967741935483870967741935,1.101769911504424778761061947,2.669230769230769230769230769,3,3,3,3,3,3,2.714285714285714285714285714,3,2.995689655172413793103448276,3,1.932038834951456310679611650,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,0.9911894273127753303964757709,2.374468085106382978723404255,2.293532338308457711442786070,2.341530054644808743169398907,1.755364806866952789699570815,2.594202898550724637681159420,3,3,2.505747126436781609195402299,3,3,2.105022831050228310502283105,3,3,3,3,3,3,3,2.873786407766990291262135922,3,3,2.987903225806451612903225806,3,3,2.004878048780487804878048780,3,3,3,3,2.988847583643122676579925651,2.986301369863013698630136986,2.526132404181184668989547038,0.9973474801061007957559681698
nprtt-random,3,0.9953488372093023255813953488,3,3,3,3,3,3,3,2.996453900709219858156028369,2.995145631067961165048543689,2.986046511627906976744186047,2.987654320987654320987654321,2.238683127572016460905349794,2.860360360360360360360360360,2.981481481481481481481481481,2.986725663716814159292035398,2.996031746031746031746031746,3,2.979797979797979797979797980,3,2.985,2.995327102803738317757009346,2.995238095238095238095238095,1.608163265306122448979591837,2.656716417910447761194029851,3,3,3,3,3,3,2.693333333333333333333333333,3,2.995967741935483870967741935,3,1.568720379146919431279620853,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,0.9727626459143968871595330739,1.577777777777777777777777778,1.502369668246445497630331754,1.743362831858407079646017699,1.829268292682926829268292683,2.553113553113553113553113553,3,3,2.501661129568106312292358804,3,3,2.088235294117647058823529412,3,3,3,3,3,3,3,2.888446215139442231075697211,3,3,2.986956521739130434782608696,3,3,2.195744680851063829787234043,3,3,3,3,2.987447698744769874476987448,2.985221674876847290640394089,2.515555555555555555555555556,0.9969788519637462235649546828
